year,name,model,transmission,km,ownership,fuel,registeration,price
2017,Maruti,Maruti Alto K10 VXI,Manual,22714,1st,Petrol,DL,355999
2019,Maruti,Maruti XL6 ALPHA SHVS  MT,Manual,15499,1st,Petrol,DL,1079799
2017,Maruti,Maruti Wagon R 1.0 LXI,Manual,18705,1st,Petrol,DL,419099
2018,Maruti,Maruti Alto 800 LXI,Manual,20589,1st,Petrol,DL,342599
2021,Tata,Tata NEXON XZ+ 1.5,Manual,7082,1st,Diesel,UP,1164899
2013,Maruti,Maruti Swift LXI,Manual,53701,1st,Petrol,UP,373999
2021,Maruti,Maruti Alto LXI CNG,Manual,30144,1st,Petrol + CNG,HR,480599
2017,Maruti,Maruti Alto 800 VXI,Manual,21719,1st,Petrol,DL,305199
2015,Honda,Honda City VX CVT PETROL,Automatic,76436,2nd,Petrol + CNG,DL,699899
2021,Hyundai,Hyundai NEW SANTRO SPORTZ EXECUTIVE CNG,Manual,31827,1st,Petrol + CNG,DL,626999
2018,Maruti,Maruti Wagon R 1.0 VXI,Manual,43295,1st,Petrol,DL,423199
2018,Honda,Honda Amaze 1.2 VXMT I VTEC,Manual,24330,2nd,Petrol,UP,697399
2017,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,45032,1st,Petrol,UP,547899
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,58613,2nd,Petrol,HR,509699
2018,Hyundai,Hyundai Grand i10 SPORTZ O 1.2,Manual,31410,1st,Petrol,DL,497499
2021,Maruti,Maruti Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,5150,1st,Petrol,HR,1113599
2018,Maruti,Maruti Alto 800 LXI,Manual,22060,1st,Petrol,DL,342599
2018,Maruti,Maruti Swift VXI,Manual,93871,1st,Petrol,DL,507899
2019,Maruti,Maruti Alto 800 LXI,Manual,36272,1st,Petrol,HR,341599
2018,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,39637,1st,Petrol,UP,500899
2017,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,85249,2nd,Petrol,UP,547699
2020,Maruti,Maruti Vitara Brezza ZXI+ DUAL TONE,Manual,28347,1st,Petrol,UP,953399
2014,Hyundai,Hyundai i20 SPORTZ 1.2 VTVT,Manual,55937,1st,Petrol,DL,447399
2014,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,54771,2nd,Petrol,DL,471899
2016,Maruti,Maruti Alto K10 VXI AMT,Automatic,31102,1st,Petrol,UP,345099
2021,Maruti,Maruti Alto LXI CNG,Manual,23812,1st,Petrol + CNG,DL,466799
2018,Maruti,Maruti Alto 800 LXI,Manual,32198,1st,Petrol,HR,338599
2018,Hyundai,Hyundai Tucson New 2WD MT PETROL,Manual,86670,2nd,Petrol,UP,1468099
2016,Hyundai,Hyundai Creta 1.6 S,Manual,75256,1st,Petrol,DL,816299
2020,Hyundai,Hyundai Creta E,Manual,62128,1st,Diesel,UP,1115399
2018,Maruti,Maruti IGNIS ZETA 1.2 K12,Manual,34211,1st,Petrol,DL,497799
2018,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,36411,1st,Petrol,HR,633299
2018,Maruti,Maruti Alto K10 VXI (O) AMT,Automatic,14593,2nd,Petrol,DL,393699
2022,Tata,Tata NEXON XZ+ 1.5,Manual,10412,1st,Diesel,HR,1207299
2014,Maruti,Maruti Alto 800 LXI,Manual,49102,1st,Petrol,DL,256099
2014,Maruti,Maruti Swift Dzire LXI 1.2 BS IV,Manual,58920,1st,Petrol,UP,387599
2015,Maruti,Maruti Alto K10 VXI,Manual,58267,1st,Petrol,HR,305349
2014,Hyundai,Hyundai Xcent BASE 1.2,Manual,88737,2nd,Petrol,HR,373599
2016,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,45729,1st,Petrol,DL,522299
2013,Toyota,Toyota Etios V SP,Manual,36015,1st,Petrol,HR,390599
2014,Honda,Honda Amaze 1.2 EXMT I VTEC,Manual,85454,1st,Petrol,DL,374099
2017,Maruti,Maruti Dzire VXI,Manual,49507,2nd,Petrol,DL,554199
2021,Honda,Honda City ZX CVT,Automatic,8173,1st,Petrol,DL,1495149
2014,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,66283,1st,Petrol,UP,373199
2018,Maruti,Maruti Wagon R 1.0 VXI AMT,Automatic,24061,2nd,Petrol,DL,487899
2017,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,47400,2nd,Petrol,HR,520599
2014,Maruti,Maruti Alto K10 VXI,Manual,49449,1st,Petrol,HR,275299
2016,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT S AT,Automatic,93496,1st,Petrol,HR,710299
2018,Maruti,Maruti IGNIS DELTA 1.2 K12,Manual,29535,1st,Petrol,HR,482099
2021,Hyundai,Hyundai NEW SANTRO SPORTZ EXECUTIVE CNG,Manual,52922,1st,Petrol + CNG,DL,626999
2018,Maruti,Maruti Wagon R 1.0 VXI AMT,Automatic,38557,2nd,Petrol,DL,476299
2021,Datsun,Datsun Redi Go T (O),Manual,13153,1st,Petrol,HR,429199
2018,Mahindra,Mahindra Scorpio S7 120 BHP 2WD,Manual,42679,1st,Diesel,UP,981899
2014,Hyundai,Hyundai Xcent S 1.2 OPT,Manual,49326,1st,Petrol,HR,443799
2019,Hyundai,Hyundai VENUE 1.0 TURBO GDI SX+ AT,Automatic,16373,1st,Petrol,HR,1129599
2019,Maruti,Maruti Alto K10 VXI,Manual,17811,1st,Petrol,DL,404969
2021,Maruti,Maruti S Cross SIGMA 1.5 SHVS,Manual,17888,1st,Petrol,UP,1000699
2021,Maruti,Maruti Alto LXI CNG,Manual,20206,1st,Petrol + CNG,HR,515299
2013,Maruti,Maruti Swift VXI,Manual,56871,2nd,Petrol,DL,392199
2019,Maruti,Maruti XL6 ZETA SHVS,Manual,37577,1st,Petrol,DL,871599
2014,Honda,Honda City VX MT PETROL,Manual,61168,2nd,Petrol,HR,642699
2017,Honda,Honda City SV MT PETROL,Manual,59333,1st,Petrol,HR,693299
2017,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,60259,1st,Petrol,UP,686299
2017,Maruti,Maruti Alto 800 VXI,Manual,45286,1st,Petrol,UP,317699
2019,Maruti,Maruti Alto K10 VXI,Manual,17543,1st,Petrol,DL,414399
2012,Hyundai,Hyundai i10 SPORTZ 1.2 AT KAPPA2,Automatic,62860,2nd,Petrol,DL,325399
2021,Mahindra,Mahindra Scorpio S11,Manual,14445,2nd,Diesel,UP,1786599
2016,Maruti,Maruti Alto K10 LXI CNG,Manual,87061,1st,Petrol + CNG,DL,362299
2021,Maruti,Maruti Alto VXI,Manual,1842,1st,Petrol,HR,422099
2018,Maruti,Maruti Alto K10 VXI,Manual,32393,1st,Petrol,DL,372999
2015,Honda,Honda Jazz 1.2 VX I-VTECH,Manual,28170,1st,Petrol,HR,520499
2019,Maruti,Maruti Alto K10 VXI,Manual,34538,1st,Petrol,UP,398549
2019,MG,MG HECTOR SHARP DCT PETROL,Automatic,33925,1st,Petrol,DL,1630099
2014,Maruti,Maruti Swift Dzire VXI,Manual,38505,2nd,Petrol,DL,417599
2014,Honda,Honda Amaze 1.2 SX MT I VTEC,Manual,93023,1st,Petrol,DL,419899
2016,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,74938,1st,Petrol,DL,453199
2014,Hyundai,Hyundai i20 SPORTZ 1.2 VTVT,Manual,50802,1st,Petrol,HR,450099
2018,Hyundai,Hyundai Creta 1.6 S AT CRDI,Automatic,40644,1st,Diesel,HR,1012499
2014,Audi,Audi Q5 30 TDI PREMIUM PLUS,Automatic,33405,1st,Diesel,DL,1673399
2020,Skoda,Skoda Rapid 1.0 AMBITION TSI AT,Automatic,54698,1st,Petrol,DL,1050099
2017,Maruti,Maruti Alto K10 VXI,Manual,44907,2nd,Petrol,DL,351399
2017,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,53807,1st,Petrol,DL,566299
2020,Toyota,Toyota YARIS J CVT,Automatic,9256,2nd,Petrol,DL,972599
2017,Maruti,Maruti Alto 800 LXI,Manual,37367,1st,Petrol,DL,322899
2019,Maruti,Maruti Alto 800 LXI,Manual,58321,1st,Petrol + CNG,HR,328899
2018,Maruti,Maruti IGNIS DELTA 1.2 K12,Manual,92618,1st,Petrol,DL,487099
2021,Maruti,Maruti S PRESSO VXI PLUS,Manual,3582,1st,Petrol,HR,492199
2020,Tata,Tata ALTROZ XZ 1.2,Manual,18544,1st,Petrol,DL,825899
2018,Maruti,Maruti Alto 800 LXI,Manual,24990,1st,Petrol,DL,342599
2014,Maruti,Maruti Swift ZXI,Manual,56991,1st,Petrol,DL,449399
2018,Maruti,Maruti Alto K10 VXI,Manual,23179,1st,Petrol,UP,390299
2020,Mahindra,Mahindra Scorpio S9,Manual,55372,1st,Diesel,HR,1468599
2020,Maruti,Maruti Alto LXI,Manual,10487,1st,Petrol,UP,368299
2019,Maruti,Maruti Alto K10 VXI,Manual,38921,1st,Petrol,DL,379699
2019,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,53447,1st,Petrol,DL,650199
2017,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,35493,2nd,Petrol + CNG,HR,489899
2018,Maruti,Maruti Alto K10 VXI,Manual,40324,1st,Petrol,DL,368899
2018,Hyundai,Hyundai Creta 1.6 SX AT CRDI,Automatic,39372,1st,Diesel,HR,1265799
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,62890,1st,Petrol,HR,479699
2017,Toyota,Toyota Corolla Altis GL,Manual,44929,2nd,Petrol,DL,1222799
2014,Maruti,Maruti Wagon R 1.0 VXI,Manual,66606,2nd,Petrol,HR,319999
2019,Maruti,Maruti Vitara Brezza ZDI AMT,Automatic,31588,1st,Diesel,DL,933499
2019,Honda,Honda Amaze 1.2 V CVT I VTEC,Automatic,30185,1st,Petrol,DL,760499
2015,Maruti,Maruti Swift VXI,Manual,60643,1st,Petrol,DL,415499
2020,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,28613,1st,Petrol,HR,710399
2014,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,63096,1st,Petrol,HR,399099
2019,Maruti,Maruti Ciaz ALPHA 1.5 AT SHVS,Automatic,81454,1st,Petrol,HR,818699
2018,Maruti,Maruti IGNIS ZETA 1.2 K12,Manual,45876,1st,Petrol,DL,503599
2017,Honda,Honda Jazz 1.2 V AT,Automatic,26995,1st,Petrol,DL,686999
2015,Maruti,Maruti Alto K10 LXI CNG,Manual,74103,1st,Petrol + CNG,DL,308899
2015,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,47146,2nd,Petrol,HR,443799
2017,Ford,Ford Ecosport 1.5 AMBIENTE TDCI,Manual,107067,1st,Diesel,DL,506599
2020,KIA,KIA SELTOS GTX + AT PETROL,Automatic,28411,1st,Petrol,HR,1819999
2021,Maruti,Maruti S Cross SIGMA 1.5 SHVS,Manual,9620,1st,Petrol,DL,941799
2018,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,51337,1st,Petrol,DL,540199
2020,Tata,Tata ALTROZ XZ 1.2,Manual,16787,1st,Petrol,HR,814599
2021,Maruti,Maruti Alto VXI,Manual,20144,1st,Petrol,DL,388299
2018,Honda,Honda Amaze 1.5 V CVT I-DTEC,Automatic,70270,2nd,Diesel,DL,638799
2019,Tata,Tata NEXON XZA + 1.2 PETROL A/T,Automatic,26642,1st,Petrol,DL,925149
2020,Skoda,Skoda Rapid 1.0 AMBITION TSI AT,Automatic,16292,2nd,Petrol,HR,1055399
2019,Hyundai,Hyundai VENUE 1.4 CRDI S MT,Manual,29776,1st,Diesel,HR,887099
2018,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,50893,1st,Petrol,HR,551599
2018,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,18459,1st,Diesel,DL,797299
2020,Maruti,Maruti S PRESSO VXI OPT AGS,Automatic,23738,1st,Petrol,HR,482499
2018,Maruti,Maruti Vitara Brezza ZDI + AMT,Automatic,31812,2nd,Diesel,HR,938899
2022,Honda,Honda WR-V 1.2 i-VTEC VX MT,Manual,6644,1st,Petrol,DL,1033699
2018,Tata,Tata Hexa Varicor 400 XMA,Automatic,67729,2nd,Diesel,HR,1124899
2014,Maruti,Maruti Swift LXI,Manual,54460,3rd,Petrol,DL,338499
2017,Maruti,Maruti Swift VXI,Manual,14307,1st,Petrol,HR,552599
2014,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,68195,1st,Petrol,DL,496599
2020,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,16160,1st,Petrol,HR,707199
2014,Hyundai,Hyundai i20 MAGNA O 1.2,Manual,49540,1st,Petrol,HR,413249
2018,Maruti,Maruti Alto 800 LXI,Manual,41435,1st,Petrol,UP,308399
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ CNG MT,Manual,8463,1st,Petrol + CNG,DL,785899
2019,Maruti,Maruti Alto VXI,Manual,23009,1st,Petrol,UP,398699
2015,Hyundai,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT,Manual,84475,1st,Petrol,HR,430699
2013,Hyundai,Hyundai Grand i10 ASTA 1.2 VTVT,Manual,79166,1st,Petrol,UP,427099
2021,Hyundai,Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT CNG,Manual,42209,1st,Petrol + CNG,HR,720699
2020,Tata,Tata ALTROZ XZ 1.2,Manual,15011,1st,Petrol,DL,827999
2021,Tata,Tata NEXON XZA + 1.2 PETROL A/T,Automatic,17742,1st,Petrol,DL,1055899
2021,Maruti,Maruti Alto VXI PLUS,Manual,4889,1st,Petrol,HR,407499
2017,Honda,Honda City VX CVT PETROL,Automatic,52674,1st,Petrol,HR,923499
2019,Hyundai,Hyundai Creta 1.4 S CRDI,Manual,71968,1st,Diesel,HR,896699
2020,MG,MG HECTOR PLUS SHARP HYBRID PETROL,Manual,12343,2nd,Petrol,DL,1609499
2015,Maruti,Maruti Alto K10 VXI OPT,Manual,45330,1st,Petrol,DL,334799
2017,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,57684,1st,Petrol,HR,535599
2020,Toyota,Toyota Glanza G CVT,Automatic,6550,1st,Petrol,DL,859199
2019,Maruti,Maruti S Cross ALPHA SHVS,Manual,50363,1st,Diesel,HR,990199
2018,Datsun,Datsun Redi Go 1.0 S AT,Automatic,22766,2nd,Petrol,DL,392199
2016,Maruti,Maruti Baleno ALPHA 1.2 K12,Manual,56720,2nd,Petrol,DL,539099
2013,Maruti,Maruti Swift VXI,Manual,51491,2nd,Petrol,HR,360799
2021,Maruti,Maruti IGNIS DELTA 1.2 K12,Manual,12799,1st,Petrol,UP,642999
2012,Honda,Honda Brio 1.2 S MT I VTEC,Manual,42401,1st,Petrol,HR,303799
2014,Maruti,Maruti Swift VXI,Manual,79066,1st,Petrol,DL,392299
2015,Maruti,Maruti Alto K10 VXI OPT,Manual,34559,2nd,Petrol,DL,325499
2021,Maruti,Maruti IGNIS ALPHA 1.2 K12 AMT,Automatic,9854,1st,Petrol,DL,810199
2015,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,67217,1st,Petrol,DL,488099
2015,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,73790,1st,Petrol,DL,498399
2018,Maruti,Maruti IGNIS ZETA 1.2 K12,Manual,54413,2nd,Petrol,HR,487199
2017,Hyundai,Hyundai Grand i10 Sportz(O) 1.2 MT,Manual,28590,1st,Petrol,DL,525799
2015,Maruti,Maruti Swift VXI,Manual,82164,1st,Petrol,DL,412299
2019,Maruti,Maruti XL6 ALPHA SHVS  MT,Manual,57244,1st,Petrol,HR,959899
2020,KIA,KIA SELTOS HTK PLUS 1.5 DIESEL,Manual,30301,1st,Diesel,UP,1287999
2018,Hyundai,Hyundai Creta 1.6 SX AT CRDI,Automatic,40671,2nd,Diesel,HR,1311499
2017,Maruti,Maruti Alto K10 VXI OPT,Manual,48441,1st,Petrol,DL,360699
2014,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,47940,1st,Petrol,DL,429699
2015,Renault,Renault Duster 85 PS RXE DIESEL ADVENTURE,Manual,55669,1st,Diesel,DL,421799
2017,Ford,Ford Ecosport 1.5 TREND TI VCT,Manual,64811,1st,Petrol,DL,590799
2017,Honda,Honda City VX MT PETROL,Manual,55676,1st,Petrol,UP,801599
2014,Mercedes,Mercedes Benz C Class C 200 AVANTGARDE,Automatic,37838,1st,Petrol,UP,1854499
2018,Hyundai,Hyundai Creta 1.6 SX (O) CRDI,Manual,60418,2nd,Diesel,UP,949699
2018,Maruti,Maruti Alto 800 LXI,Manual,29741,1st,Petrol,DL,317099
2020,Tata,Tata ALTROZ XZ 1.2,Manual,23603,1st,Petrol,DL,818499
2020,Tata,Tata ALTROZ XZ 1.2,Manual,17179,1st,Petrol,DL,794599
2018,Maruti,Maruti S Cross ZETA 1.3 SHVS,Manual,22938,1st,Diesel,DL,824299
2015,Hyundai,Hyundai i20 Active 1.2 S,Manual,94499,2nd,Petrol + CNG,HR,501299
2020,Tata,Tata ALTROZ XZ 1.2,Manual,20718,2nd,Petrol,HR,760499
2019,MG,MG HECTOR SHARP DCT PETROL,Automatic,45037,1st,Petrol,HR,1532099
2018,Tata,Tata Hexa Varicor 400 XMA,Automatic,76644,1st,Diesel,DL,1086599
2021,Mahindra,Mahindra Thar LX D 4*4 MT HT,Manual,42608,1st,Diesel,HR,1550899
2019,Maruti,Maruti Alto LXI,Manual,71318,1st,Petrol,UP,290699
2018,Hyundai,Hyundai Creta 1.6 SX CRDI,Manual,77443,1st,Diesel,HR,961499
2018,Maruti,Maruti Alto 800 VXI (O),Manual,31678,1st,Petrol,UP,344399
2019,MG,MG HECTOR SHARP DCT PETROL,Automatic,58968,1st,Petrol,HR,1513399
2021,Skoda,Skoda Rapid MONTE CARLO 1.0 MT,Manual,35096,1st,Petrol,DL,1191499
2018,Maruti,Maruti S Cross ALPHA SHVS,Manual,13730,1st,Diesel,DL,1115299
2020,Maruti,Maruti S PRESSO VXI PLUS,Manual,48914,1st,Petrol,HR,401399
2017,Ford,Ford Ecosport 1.5 TITANIUM TI VCT,Manual,48593,1st,Petrol,DL,675099
2018,Honda,Honda BR-V 1.5 i- DTEC S,Manual,38362,1st,Diesel,HR,941699
2016,Maruti,Maruti Alto 800 LXI,Manual,58807,2nd,Petrol,HR,273699
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ CNG MT,Manual,33134,1st,Petrol + CNG,HR,754599
2013,Maruti,Maruti Swift Dzire VXI,Manual,99364,1st,Petrol,DL,373499
2020,Maruti,Maruti XL6 ALPHA SHVS  MT,Manual,70925,1st,Petrol,DL,915699
2013,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,61300,2nd,Petrol,DL,351399
2015,Mahindra,Mahindra Scorpio S10,Manual,44092,1st,Diesel,DL,920499
2018,Maruti,Maruti Ciaz ALPHA 1.3 DDIS SHVS,Manual,82015,2nd,Diesel,HR,711199
2017,Ford,Ford Ecosport 1.5 TITANIUM TI VCT,Manual,38524,1st,Petrol,HR,716999
2017,Renault,Renault Duster RXS 85 PS,Manual,96138,1st,Diesel,HR,608399
2018,Honda,Honda WR-V 1.2 i-VTEC VX MT,Manual,38264,2nd,Petrol,HR,721649
2018,Hyundai,Hyundai Creta 1.6 SX CRDI,Manual,41223,1st,Diesel,DL,952199
2021,Toyota,Toyota YARIS J MT,Manual,8461,1st,Petrol,DL,1084099
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ CNG MT,Manual,29011,1st,Petrol + CNG,HR,781999
2018,Hyundai,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Automatic,38406,1st,Diesel,HR,1270199
2019,Maruti,Maruti Vitara Brezza ZDI,Manual,56490,1st,Diesel,UP,839849
2017,Renault,Renault Duster RXZ AMT 110 PS,Automatic,89537,2nd,Diesel,UP,685799
2017,Honda,Honda WR-V 1.2 i-VTEC VX MT,Manual,25767,1st,Petrol,DL,748699
2019,Hyundai,Hyundai Creta 1.6 VTVT SX AUTO,Automatic,50353,1st,Petrol,HR,1301599
2021,Maruti,Maruti Alto LXI,Manual,12426,1st,Petrol,HR,372599
2020,Mahindra,Mahindra Scorpio S11,Manual,56696,1st,Diesel,UP,1511299
2017,Honda,Honda WR-V 1.2 i-VTEC S MT,Manual,59583,1st,Petrol,DL,642599
2019,Honda,Honda WR-V 1.2 i-VTEC VX MT,Manual,38216,2nd,Petrol,UP,789299
2015,Renault,Renault Duster 85 PS RXE DIESEL ADVENTURE,Manual,65738,1st,Diesel,DL,456599
2016,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,72477,1st,Petrol,HR,434199
2021,Maruti,Maruti S PRESSO VXI (O) CNG,Manual,41088,1st,Petrol + CNG,HR,499499
2019,Hyundai,Hyundai Creta 1.6 SX VTVT,Manual,15440,1st,Petrol,UP,1103599
2020,Toyota,Toyota YARIS G CVT,Automatic,45156,1st,Petrol,HR,906299
2018,Mahindra,Mahindra KUV 100 NXT K2 D 6S,Manual,65179,1st,Diesel,DL,451699
2020,Tata,Tata ALTROZ XZ 1.2,Manual,26416,1st,Petrol,DL,783499
2017,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,26892,1st,Diesel,DL,707499
2019,Hyundai,Hyundai GRAND I10 NIOS SPORTZ PETROL,Manual,40611,1st,Petrol,HR,612599
2021,Maruti,Maruti Alto VXI PLUS,Manual,8617,1st,Petrol,DL,416499
2020,Tata,Tata ALTROZ XZ 1.2,Manual,23053,1st,Petrol,HR,744299
2021,Datsun,Datsun Redi Go T (O),Manual,7328,1st,Petrol,HR,420299
2018,Maruti,Maruti Vitara Brezza ZDI,Manual,40479,2nd,Diesel,DL,779699
2021,KIA,KIA SELTOS HTK PLUS 1.5 DIESEL,Manual,19013,1st,Diesel,UP,1253399
2019,KIA,KIA SELTOS GTX 1.4 GDI AT PETROL,Automatic,13085,1st,Petrol,UP,1554699
2019,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,43680,1st,Diesel,DL,762399
2018,Ford,Ford Ecosport 1.5 AMBIENTE TDCI,Manual,54698,1st,Diesel,UP,638299
2015,Audi,Audi A6 2.0 TDI TECHNOLOGY,Automatic,77595,2nd,Diesel,UP,1823299
2017,Maruti,Maruti Baleno ALPHA DDIS 190,Manual,83190,1st,Diesel,DL,549899
2018,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,65390,1st,Diesel,HR,743499
2018,Volkswagen,Volkswagen TIGUAN HIGHLINE A/T,Automatic,75073,1st,Diesel,DL,1941699
2020,Maruti,Maruti Alto VXI PLUS,Manual,8153,1st,Petrol,HR,403999
2016,Maruti,Maruti Vitara Brezza ZDI PLUS DUAL TONE,Manual,90492,1st,Diesel,HR,616599
2018,Hyundai,Hyundai Creta 1.6 SX AT CRDI,Automatic,57801,2nd,Diesel,UP,1222199
2019,MG,MG HECTOR SUPER DIESEL,Manual,52559,2nd,Diesel,HR,1308699
2017,Maruti,Maruti IGNIS ZETA 1.2 K12,Manual,57597,1st,Petrol,DL,531499
2019,Jeep,Jeep Compass 1.4  LONGITUDE (O) AT,Automatic,23525,1st,Petrol,DL,1922799
2019,Maruti,Maruti Alto LXI,Manual,26429,1st,Petrol,DL,304099
2017,Maruti,Maruti IGNIS DELTA 1.2 K12 AMT,Automatic,28410,1st,Petrol,UP,512299
2015,Hyundai,Hyundai Creta 1.6 S,Manual,49818,1st,Petrol,DL,781199
2017,Maruti,Maruti IGNIS DELTA 1.2 K12 AMT,Automatic,95636,1st,Petrol,HR,459499
2020,Maruti,Maruti S Cross ALPHA AT SMART HYBRID,Automatic,22781,1st,Petrol,HR,1258199
2017,Maruti,Maruti S Cross ZETA 1.3,Manual,37773,1st,Diesel,DL,695999
2013,Mercedes,Mercedes Benz E Class E 220 CDI ELEGANCE,Automatic,53524,1st,Diesel,HR,1067899
2019,Maruti,Maruti Vitara Brezza ZDI PLUS,Manual,51429,1st,Diesel,HR,838299
2019,Tata,Tata Harrier XZ 2.0L Kryotec,Manual,43028,1st,Diesel,UP,1259599
2017,Tata,Tata Hexa Varicor 400 XT 4X4,Manual,95384,1st,Diesel,UP,1050399
2021,Maruti,Maruti XL6 ZETA SHVS,Manual,36951,1st,Petrol,UP,989299
2017,Maruti,Maruti Vitara Brezza ZDI PLUS,Manual,75758,2nd,Diesel,DL,645099
2014,Maruti,Maruti Alto K10 VXI,Manual,35518,1st,Petrol,HR,320399
2018,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,71854,1st,Diesel,DL,757399
2018,Maruti,Maruti Alto K10 VXI,Manual,42319,1st,Petrol,HR,348599
2018,Honda,Honda City VX CVT PETROL,Automatic,75813,1st,Petrol,UP,1007899
2021,Mahindra,Mahindra Thar LX  4WD AT CONVERTIBLE,Automatic,18128,1st,Petrol,HR,1631699
2018,Ford,Ford Ecosport 1.5 AMBIENTE TDCI,Manual,54457,1st,Diesel,HR,663499
2020,Tata,Tata ALTROZ XZ 1.2,Manual,32106,1st,Petrol,HR,737499
2016,Audi,Audi Q3 35TDI PREMIUM,Automatic,87180,1st,Diesel,UP,1730199
2021,Maruti,Maruti Alto LXI CNG,Manual,21829,1st,Petrol + CNG,HR,487099
2018,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,74204,1st,Diesel,HR,716199
2017,Hyundai,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Automatic,62321,1st,Diesel,UP,1044949
2018,Maruti,Maruti Vitara Brezza VDI AMT,Automatic,79514,1st,Diesel,HR,721299
2015,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,100297,2nd,Diesel,DL,448299
2016,Maruti,Maruti Vitara Brezza VDI,Manual,66151,2nd,Diesel,HR,533599
2018,Tata,Tata NEXON XT1.5,Manual,75679,1st,Diesel,HR,694499
2021,Maruti,Maruti Alto LXI CNG,Manual,26773,1st,Petrol + CNG,HR,462199
2017,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,32864,1st,Petrol,DL,506099
2017,Maruti,Maruti Vitara Brezza ZDI PLUS,Manual,90969,1st,Diesel,DL,671799
2019,Maruti,Maruti Baleno DELTA 1.2 K12,Manual,26171,1st,Petrol,HR,662699
2018,Maruti,Maruti Alto K10 VXI,Manual,68078,1st,Petrol,HR,345299
2020,Maruti,Maruti Alto VXI,Manual,18261,1st,Petrol,HR,372399
2016,Maruti,Maruti Vitara Brezza ZDI,Manual,101529,1st,Diesel,HR,560399
2020,Honda,Honda WR-V 1.5 i-DTEC VX MT,Manual,59848,1st,Diesel,HR,1040199
2020,Maruti,Maruti Alto VXI,Manual,42796,1st,Petrol,HR,383399
2017,Maruti,Maruti Alto K10 VXI,Manual,56783,1st,Petrol,HR,353399
2019,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,26844,1st,Diesel,HR,813199
2021,Maruti,Maruti Swift LXI,Manual,5234,1st,Petrol,DL,593499
2020,Maruti,Maruti Swift VXI,Manual,3152,1st,Petrol,DL,657599
2020,Maruti,Maruti Swift LXI,Manual,12183,1st,Petrol,DL,588699
2021,Maruti,Maruti Swift LXI,Manual,4741,1st,Petrol,UP,608999
2019,Maruti,Maruti Swift VXI,Manual,24028,1st,Petrol,HR,590599
2019,Maruti,Maruti Swift LXI,Manual,13950,1st,Petrol,DL,550999
2011,Hyundai,Hyundai i10 MAGNA 1.2 KAPPA2,Manual,37493,2nd,Petrol,HR,229099
2020,Maruti,Maruti Swift LXI,Manual,38382,1st,Petrol,DL,524099
