year,name,model,transmission,km,ownership,fuel,registeration,emi,payment,price
2016,Maruti Vitara Brezza,VDI OPT,Manual,"54,883",1st ,Diesel,KA,"15,215",Zero Down Payment,"8,10,199"
2015,Hyundai Elite i20,ASTA 1.2,Manual,"29,905",1st ,Petrol,KA,"13,345",Zero Down Payment,"6,82,599"
2021,Tata NEXON,XM SUNROOF 1.2 RTN,Manual,"19,605",1st ,Petrol,KA,"18,101",Zero Down Payment,"9,63,899"
2015,Hyundai Xcent,SX 1.1 CRDI OPT,Manual,"70,508",2nd ,Diesel,KA,"8,583",Zero Down Payment,"4,38,999"
2019,Ford Ecosport,1.5  TITANIUM SPORTS(SUNROOF),Manual,"39,576",1st ,Diesel,KA,"19,662",Zero Down Payment,"10,46,999"
2020,Volkswagen Polo,GT TSI 1.2 PETROL AT,Automatic,"47,328",1st ,Petrol,KA,"19,241",Zero Down Payment,"10,24,599"
2015,Renault Duster,RXL PLUS DIESEL 85,Manual,"68,450",1st ,Diesel,KA,"13,458",Zero Down Payment,"6,88,379"
2010,Hyundai i20,MAGNA 1.2 VTVT,Manual,"99,249",2nd ,Petrol,KA,"6,209",Zero Down Payment,"3,17,599"
2015,Tata Zest,XT RT,Manual,"55,253",1st ,Petrol,KA,"8,927",Zero Down Payment,"4,56,599"
2019,Maruti Vitara Brezza,ZDI AMT,Automatic,"94,043",1st ,Diesel,KA,"16,088",Zero Down Payment,"8,56,699"
2021,Toyota Glanza,G MT PETROL,Manual,"10,684",1st ,Petrol,KA,"16,264",Zero Down Payment,"8,66,099"
2014,Hyundai Grand i10,MAGNA 1.1 CRDI,Manual,"90,143",2nd ,Diesel,KA,"7,617",Zero Down Payment,"3,89,599"
2015,Maruti Ciaz,ZXI AMT,Automatic,"82,257",2nd ,Petrol,KA,"13,658",Zero Down Payment,"6,98,599"
2014,Hyundai Eon,SPORTZ,Manual,"28,617",2nd ,Petrol,KA,"6,004",Zero Down Payment,"3,07,099"
2012,Hyundai i10,SPORTZ 1.2 KAPPA2 O,Manual,"47,233",2nd ,Petrol,KA,"6,506",Zero Down Payment,"3,32,799"
2018,Maruti Alto 800,LXI,Manual,"42,346",2nd ,Petrol,KA,"6,809",Zero Down Payment,"3,48,299"
2021,Renault Duster,RXZ,Manual,"17,522",1st ,Petrol,KA,"22,063",Zero Down Payment,"11,74,899"
2018,Ford Ecosport,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),Manual,"24,034",2nd ,Petrol,KA,"17,988",Zero Down Payment,"9,57,899"
2019,Maruti Swift,VXI,Manual,"40,973",1st ,Petrol,KA,"12,080",Zero Down Payment,"6,17,899"
2021,Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"28,858",1st ,Petrol,KA,"12,641",Zero Down Payment,"6,46,599"
2015,Honda City,VX MT PETROL,Manual,"47,102",1st ,Petrol,KA,"17,701",Zero Down Payment,"9,42,599"
2011,Maruti Alto,LX,Manual,"20,818",1st ,Petrol,MP,"2,764",Zero Down Payment,"1,41,399"
2013,Maruti A Star,VXI,Manual,"37,789",1st ,Petrol,MP,"5,339",Zero Down Payment,"2,73,099"
2020,Hyundai AURA,S 1.2 Kappa MT,Manual,"4,799",1st ,Petrol,MP,"13,257",Zero Down Payment,"6,78,099"
2020,Renault Kwid,RXL,Manual,"11,248",1st ,Petrol,MP,"7,783",Zero Down Payment,"3,98,099"
2020,Hyundai Elite i20,1.2 MAGNA PLUS VTVT,Manual,"7,583",2nd ,Petrol,MP,"12,653",Zero Down Payment,"6,47,199"
2021,Maruti Swift,VXI,Manual,"15,905",1st ,Petrol,MP,"13,552",Zero Down Payment,"6,93,199"
2021,Maruti Swift,ZXI,Manual,"20,624",1st ,Petrol,MP,"14,631",Zero Down Payment,"7,48,399"
2019,Maruti Swift,VXI,Manual,"57,877",1st ,Petrol,MP,"11,775",Zero Down Payment,"6,02,299"
2016,Renault Kwid,RXL,Manual,"13,978",1st ,Petrol,MP,"6,162",Zero Down Payment,"3,15,199"
2017,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"63,873",1st ,Petrol,MP,"8,025",Zero Down Payment,"4,10,499"
2019,Maruti Alto,LXI,Manual,"3,308",1st ,Petrol,MP,"6,872",Zero Down Payment,"3,51,499"
2018,Maruti Swift,LXI,Manual,"16,072",1st ,Petrol,MP,"10,991",Zero Down Payment,"5,62,199"
2016,Maruti Celerio,VXI AMT,Automatic,"59,919",1st ,Petrol,MP,"8,389",Zero Down Payment,"4,29,099"
2016,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"32,783",1st ,Petrol,MP,"8,045",Zero Down Payment,"4,11,499"
2019,Honda Amaze,1.2 V CVT I VTEC,Automatic,"22,139",2nd ,Petrol,DL,"12,350",Zero Down Payment,"6,31,699"
2018,Volkswagen Polo,COMFORTLINE 1.0 PETROL,Manual,"57,633",1st ,Petrol,MP,"10,213",Zero Down Payment,"5,22,399"
2018,Mahindra XUV500,W11 (O),Manual,"88,895",1st ,Diesel,MP,"29,988",Zero Down Payment,"15,96,899"
2019,Hyundai Elite i20,1.2 MAGNA PLUS VTVT,Manual,"23,562",1st ,Petrol,MP,"12,465",Zero Down Payment,"6,37,599"
2014,Maruti Swift,VDI,Manual,"84,389",1st ,Diesel,MP,"8,753",Zero Down Payment,"4,47,699"
2017,Maruti Swift,LXI OPT,Manual,"65,710",1st ,Petrol,MP,"9,316",Zero Down Payment,"4,76,499"
2018,Skoda Octavia,STYLE 2.0 TDI MT,Manual,"95,537",1st ,Diesel,MP,"27,584",Zero Down Payment,"14,68,899"
2018,Maruti Vitara Brezza,ZDI PLUS,Manual,"93,556",1st ,Diesel,MP,"17,021",Zero Down Payment,"9,06,399"
2013,Maruti Swift,VDI,Manual,"73,762",1st ,Diesel,MP,"8,731",Zero Down Payment,"4,46,599"
2021,Maruti Alto,VXI,Manual,"1,902",1st ,Petrol,MP,"8,330",Zero Down Payment,"4,26,099"
2017,Honda Brio,1.2 S MT I VTEC,Manual,"41,797",2nd ,Petrol,MP,"7,280",Zero Down Payment,"3,72,399"
2017,Hyundai Xcent,E PLUS CRDI,Manual,"64,256",1st ,Diesel,MP,"9,149",Zero Down Payment,"4,67,999"
2015,Hyundai Eon,ERA PLUS,Manual,"62,917",1st ,Petrol,MP,"5,869",Zero Down Payment,"3,00,199"
2017,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"41,418",1st ,Petrol,MP,"8,852",Zero Down Payment,"4,52,799"
2021,MG HECTOR,SHARP DCT PETROL,Automatic,"16,131",1st ,Petrol,MP,"32,307",Zero Down Payment,"17,20,399"
2020,Maruti Eeco,5 STR WITH AC PLUSHTR,Manual,"10,483",1st ,Petrol,MP,"9,912",Zero Down Payment,"5,06,999"
2020,Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,"43,637",1st ,Petrol,MP,"14,784",Zero Down Payment,"7,56,199"
2016,Mahindra Kuv100,K8 5 STR,Manual,"28,442",1st ,Petrol,MP,"9,216",Zero Down Payment,"4,71,399"
2017,Mahindra Kuv100,K4 D 5 STR,Manual,"39,258",2nd ,Diesel,MP,"7,627",Zero Down Payment,"3,90,099"
2017,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"21,085",1st ,Petrol,MP,"9,308",Zero Down Payment,"4,76,099"
2021,Tata Harrier,XZ +,Manual,"32,514",1st ,Diesel,MP,"33,665",Zero Down Payment,"17,92,699"
2016,Tata Tiago,XZ 1.2 REVOTRON,Manual,"68,281",1st ,Petrol,MP,"8,626",Zero Down Payment,"4,41,199"
2016,Hyundai Eon,ERA PLUS,Manual,"61,372",1st ,Petrol,MP,"6,129",Zero Down Payment,"3,13,499"
2019,Hyundai NEW SANTRO,1.1 MAGNA MT,Manual,"18,754",1st ,Petrol,MP,"9,336",Zero Down Payment,"4,77,549"
2017,Renault Kwid,1.0 RXT,Manual,"62,204",1st ,Petrol,MP,"6,626",Zero Down Payment,"3,38,899"
2015,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"83,840",1st ,Petrol,MP,"7,834",Zero Down Payment,"4,00,699"
2022,Toyota Glanza,G MT PETROL,Manual,"12,575",1st ,Petrol,MP,"17,188",Zero Down Payment,"9,15,299"
2020,Renault TRIBER,RXZ AT,Automatic,"25,269",2nd ,Petrol,MP,"13,773",Zero Down Payment,"7,04,499"
2019,Honda City,ZX MT PETROL,Manual,"20,059",1st ,Petrol,MP,"19,408",Zero Down Payment,"10,33,499"
2018,Renault Kwid,RXT,Manual,"43,135",2nd ,Petrol,MP,"7,179",Zero Down Payment,"3,67,199"
2018,Hyundai Eon,ERA PLUS,Manual,"38,999",1st ,Petrol,MP,"5,937",Zero Down Payment,"3,03,699"
2017,Honda Amaze,1.2 SMT I VTEC,Manual,"57,801",1st ,Petrol,MP,"10,156",Zero Down Payment,"5,19,499"
2019,Honda City,VX MT PETROL,Manual,"26,346",1st ,Petrol,MP,"17,134",Zero Down Payment,"9,12,399"
2015,Maruti Baleno,ALPHA 1.2 K12,Manual,"89,353",1st ,Petrol,MP,"11,093",Zero Down Payment,"5,67,399"
2019,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"47,353",1st ,Petrol,MP,"9,974",Zero Down Payment,"5,10,199"
2019,Maruti New  Wagon-R,VXI (O) 1.2L,Manual,"55,493",1st ,Petrol,MP,"10,524",Zero Down Payment,"5,38,299"
2018,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"46,962",1st ,Petrol,MP,"10,150",Zero Down Payment,"5,19,199"
2019,Tata Harrier,XZ 2.0L Kryotec,Manual,"73,794",1st ,Diesel,MP,"28,959",Zero Down Payment,"15,42,099"
2017,Maruti Ciaz,ALPHA 1.4 VVT,Manual,"24,261",1st ,Petrol,MP,"14,242",Zero Down Payment,"7,28,499"
2017,Tata Tiago,XT 1.2 REVOTRON,Manual,"26,182",1st ,Petrol,MP,"8,424",Zero Down Payment,"4,30,899"
2018,Hyundai Elite i20,Magna Executive 1.2,Manual,"45,615",2nd ,Petrol,MP,"10,751",Zero Down Payment,"5,49,899"
2014,Hyundai Xcent,S 1.2,Manual,"74,453",2nd ,Petrol,MP,"8,279",Zero Down Payment,"4,23,499"
2021,Tata ALTROZ,XZ 1.2,Manual,"25,279",1st ,Petrol,MP,"15,346",Zero Down Payment,"8,17,199"
2018,Ford Ecosport,1.5 TITANIUM TI VCT,Manual,"24,680",1st ,Petrol,MP,"14,326",Zero Down Payment,"7,32,799"
2017,Hyundai Eon,ERA PLUS,Manual,"67,725",1st ,Petrol,MP,"6,590",Zero Down Payment,"3,37,099"
2017,Hyundai Eon,ERA PLUS,Manual,"42,887",1st ,Petrol,MP,"6,590",Zero Down Payment,"3,37,099"
2018,Honda Amaze,1.2 SMT I VTEC,Manual,"32,284",3rd ,Petrol,MP,"11,144",Zero Down Payment,"5,69,999"
2020,Hyundai GRAND I10 NIOS,MAGNA 1.2 MT,Manual,"30,010",1st ,Petrol,MP,"11,903",Zero Down Payment,"6,08,849"
2018,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"46,674",1st ,Petrol,MP,"10,690",Zero Down Payment,"5,46,799"
2021,Maruti Baleno,DELTA 1.2 K12,Manual,"42,962",1st ,Petrol,MP,"13,924",Zero Down Payment,"7,12,199"
2018,Maruti IGNIS,SIGMA 1.2 K12,Manual,"50,507",2nd ,Petrol,MP,"8,931",Zero Down Payment,"4,56,799"
2019,KIA SELTOS,GTX 1.4 GDI AT PETROL,Automatic,"22,042",1st ,Petrol,MP,"26,662",Zero Down Payment,"14,19,799"
2018,Maruti Wagon R 1.0,VXI,Manual,"37,518",1st ,Petrol,MP,"8,790",Zero Down Payment,"4,49,599"
2021,Honda WR-V,1.2 i-VTEC VX MT,Manual,"22,329",1st ,Petrol,MP,"17,894",Zero Down Payment,"9,52,899"
2020,Maruti IGNIS,SIGMA 1.2 K12,Manual,"33,031",1st ,Petrol,MP,"9,300",Zero Down Payment,"4,75,699"
2018,Hyundai Eon,ERA PLUS,Manual,"40,674",2nd ,Petrol,MP,"6,352",Zero Down Payment,"3,24,899"
2018,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"69,765",2nd ,Petrol,MP,"10,622",Zero Down Payment,"5,43,299"
2016,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"38,309",1st ,Petrol,MP,"9,867",Zero Down Payment,"5,04,699"
2019,Maruti Baleno,ZETA 1.2 K12,Manual,"42,941",2nd ,Petrol,MP,"13,535",Zero Down Payment,"6,92,299"
2020,Maruti S PRESSO,VXI PLUS,Manual,"30,706",1st ,Petrol,MP,"8,747",Zero Down Payment,"4,47,399"
2021,Maruti Alto,LXI,Manual,"3,729",1st ,Petrol,MP,"8,004",Zero Down Payment,"4,09,399"
2020,Jeep Compass,1.4 LIMITED PLUS AT,Automatic,"14,942",1st ,Petrol,MP,"37,793",Zero Down Payment,"20,12,499"
2018,Maruti Baleno,DELTA 1.2 K12,Manual,"47,282",1st ,Petrol,MP,"11,693",Zero Down Payment,"5,98,099"
2022,Hyundai NEW SANTRO,1.1 ERA EXICUTIVE,Manual,"8,661",1st ,Petrol,MP,"10,735",Zero Down Payment,"5,49,099"
2019,Hyundai GRAND I10 NIOS,SPORTZ PETROL,Manual,"13,676",1st ,Petrol,MP,"12,866",Zero Down Payment,"6,58,099"
2019,Maruti IGNIS,DELTA 1.2 K12,Manual,"31,732",1st ,Petrol,MP,"9,646",Zero Down Payment,"4,93,399"
2019,Maruti Alto 800,LXI,Manual,"38,597",1st ,Petrol,MP,"5,953",Zero Down Payment,"3,04,499"
2019,Maruti Alto K10,VXI,Manual,"41,057",1st ,Petrol,MP,"8,407",Zero Down Payment,"4,29,999"
2019,Maruti IGNIS,DELTA 1.2 K12 AMT,Automatic,"7,341",1st ,Petrol,MP,"11,800",Zero Down Payment,"6,03,599"
2017,Renault Kwid,CLIMBER 1.0 AT,Automatic,"21,212",1st ,Petrol,MP,"8,977",Zero Down Payment,"4,59,199"
2018,Maruti IGNIS,SIGMA 1.2 K12,Manual,"56,217",1st ,Petrol,MP,"9,656",Zero Down Payment,"4,93,899"
2019,Hyundai GRAND I10 NIOS,Asta Petrol,Manual,"21,304",2nd ,Petrol,MP,"12,223",Zero Down Payment,"6,25,199"
2019,Maruti IGNIS,DELTA 1.2 K12 AMT,Automatic,"34,504",1st ,Petrol,MP,"11,793",Zero Down Payment,"6,03,199"
2018,Tata Tiago,XE 1.05 REVOTORQ,Manual,"91,528",1st ,Diesel,MP,"7,945",Zero Down Payment,"4,06,399"
2019,Hyundai Creta,1.4 E PLUS CRDI,Manual,"70,737",2nd ,Diesel,MP,"18,788",Zero Down Payment,"10,00,499"
2011,Hyundai i10,SPORTZ 1.2 KAPPA2,Manual,"79,979",1st ,Petrol,KA,"4,872",Zero Down Payment,"2,49,199"
2017,Maruti Swift,VXI,Manual,"62,046",1st ,Petrol,MP,"9,425",Zero Down Payment,"4,82,099"
2010,Maruti Zen Estilo,VXI,Manual,"77,522",1st ,Petrol,GJ,"3,408",Zero Down Payment,"1,74,299"
2019,Hyundai Creta,1.4 E PLUS CRDI,Manual,"94,706",1st ,Diesel,MP,"18,788",Zero Down Payment,"10,00,499"
2015,Maruti Swift Dzire,VXI,Manual,"27,965",1st ,Petrol,MP,"9,370",Zero Down Payment,"4,79,299"
2022,Maruti S Cross,ALPHA 1.5 SMART HYBRID,Manual,"2,922",1st ,Petrol,MP,"21,923",Zero Down Payment,"11,67,399"
2014,Maruti Swift,VXI,Manual,"59,956",2nd ,Petrol,MH,"7,761",Zero Down Payment,"3,96,999"
2018,Mahindra Thar,CRDE 4X4 BS IV,Manual,"19,659",2nd ,Diesel,MP,"15,054",Zero Down Payment,"7,69,999"
2017,Maruti IGNIS,ALPHA 1.2 K12,Manual,"32,813",1st ,Petrol,MP,"10,817",Zero Down Payment,"5,53,299"
2020,Renault Kwid,RXL,Manual,"42,570",2nd ,Petrol,RJ,"7,357",Zero Down Payment,"3,76,299"
2012,Hyundai i10,MAGNA 1.2 KAPPA2,Manual,"1,16,147",2nd ,Petrol,RJ,"4,911",Zero Down Payment,"2,51,199"
2017,Maruti Ertiga,ZDI SHVS,Manual,"2,42,614",1st ,Diesel,RJ,"13,806",Zero Down Payment,"7,06,199"
2016,Hyundai Eon,ERA PLUS,Manual,"40,136",1st ,Petrol,RJ,"5,562",Zero Down Payment,"2,84,499"
2018,Maruti Alto 800,LXI,Manual,"41,009",2nd ,Petrol,RJ,"5,185",Zero Down Payment,"2,65,199"
2022,Renault Kwid,1.0 RXT AT,Automatic,202,1st ,Petrol,RJ,"11,971",Zero Down Payment,"6,12,299"
2017,Volkswagen Polo,HIGHLINE1.2L PETROL,Manual,"52,422",2nd ,Petrol,RJ,"10,833",Zero Down Payment,"5,54,099"
2016,Hyundai Eon,ERA PLUS,Manual,"38,453",1st ,Petrol,RJ,"5,799",Zero Down Payment,"2,96,599"
2021,Maruti Baleno,ZETA 1.2 K12,Manual,"38,321",1st ,Petrol,RJ,"13,675",Zero Down Payment,"6,99,499"
2018,Renault Kwid,1.0 RXT,Manual,"45,942",2nd ,Petrol,RJ,"6,276",Zero Down Payment,"3,20,999"
2019,Renault Kwid,RXL,Manual,"12,427",1st ,Petrol,RJ,"8,389",Zero Down Payment,"4,29,099"
2012,Honda Brio,1.2 S MT I VTEC,Manual,"77,735",1st ,Petrol,RJ,"5,406",Zero Down Payment,"2,76,499"
2018,Renault Kwid,RXT,Manual,"55,408",1st ,Petrol,RJ,"6,602",Zero Down Payment,"3,37,699"
2013,Maruti Wagon R 1.0,VXI,Manual,"31,943",1st ,Petrol,RJ,"6,184",Zero Down Payment,"3,16,299"
2015,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"42,083",1st ,Petrol,RJ,"7,509",Zero Down Payment,"3,84,099"
2017,Maruti Swift,VXI,Manual,"73,582",1st ,Petrol,RJ,"9,613",Zero Down Payment,"4,91,699"
2018,Tata Tiago,XZ 1.2 REVOTRON,Manual,"58,840",1st ,Petrol,RJ,"8,848",Zero Down Payment,"4,52,599"
2019,Honda Brio,1.2 S (O) MT IVTEC,Manual,"28,546",2nd ,Petrol,RJ,"9,144",Zero Down Payment,"4,67,699"
2018,Renault Kwid,RXL,Manual,"31,816",1st ,Petrol,RJ,"5,955",Zero Down Payment,"3,04,599"
2015,Hyundai Grand i10,ASTA 1.1 CRDI,Manual,"75,389",2nd ,Diesel,RJ,"7,368",Zero Down Payment,"3,76,899"
2015,Mahindra XUV500,W8 FWD,Manual,"95,615",2nd ,Diesel,RJ,"14,989",Zero Down Payment,"7,66,699"
2018,Maruti Swift,VXI,Manual,"83,770",1st ,Petrol,RJ,"11,675",Zero Down Payment,"5,97,199"
2017,Renault Kwid,RXT,Manual,"17,729",1st ,Petrol,RJ,"6,336",Zero Down Payment,"3,24,099"
2017,Maruti Swift,VXI,Manual,"66,812",1st ,Petrol,RJ,"10,104",Zero Down Payment,"5,16,799"
2014,Honda City,SV MT DIESEL,Manual,"94,426",2nd ,Diesel,RJ,"9,298",Zero Down Payment,"4,75,599"
2019,Hyundai NEW SANTRO,ERA 1.1,Manual,"22,156",2nd ,Petrol,RJ,"8,784",Zero Down Payment,"4,49,299"
2021,Maruti New  Wagon-R,VXI 1.0,Manual,"31,540",1st ,Petrol,RJ,"11,495",Zero Down Payment,"5,87,999"
2022,Maruti Celerio,ZXI+,Manual,"8,855",1st ,Petrol,RJ,"13,935",Zero Down Payment,"7,12,799"
2018,Maruti Celerio,ZXI,Manual,"64,299",1st ,Petrol,RJ,"9,552",Zero Down Payment,"4,88,599"
2017,Hyundai Grand i10,magna 1.2 crdi,Manual,"59,333",2nd ,Diesel,RJ,"9,234",Zero Down Payment,"4,72,299"
2022,Maruti Celerio,VXI CNG,Manual,"20,858",1st ,Petrol + CNG,RJ,"14,739",Zero Down Payment,"7,53,899"
2016,Honda Jazz,VX  1.2,Manual,"82,175",2nd ,Petrol,RJ,"11,974",Zero Down Payment,"6,12,499"
2016,Maruti Baleno,DELTA 1.2 K12,Manual,"84,157",2nd ,Petrol,RJ,"10,191",Zero Down Payment,"5,21,299"
2020,Maruti New  Wagon-R,VXI 1.0,Manual,"23,364",1st ,Petrol,RJ,"11,316",Zero Down Payment,"5,78,799"
2019,Honda Amaze,1.2 EMT I VTEC,Manual,"18,608",1st ,Petrol,RJ,"11,941",Zero Down Payment,"6,10,799"
2015,Honda Brio,1.2 S MT I VTEC,Manual,"52,425",2nd ,Petrol,RJ,"6,907",Zero Down Payment,"3,53,299"
2020,Maruti New  Wagon-R,VXI 1.0,Manual,"12,899",1st ,Petrol,RJ,"11,280",Zero Down Payment,"5,76,999"
2020,Maruti New  Wagon-R,VXI 1.0,Manual,"32,385",1st ,Petrol,RJ,"11,108",Zero Down Payment,"5,68,199"
2019,Maruti New  Wagon-R,VXI 1.0,Manual,"17,660",1st ,Petrol,RJ,"10,758",Zero Down Payment,"5,50,299"
2021,MG HECTOR,SUPER HYBRID PETROL MT,Manual,"7,297",1st ,Petrol,RJ,"28,707",Zero Down Payment,"15,28,699"
2019,Tata Harrier,XZ 2.0L Kryotec,Manual,"43,213",1st ,Diesel,RJ,"29,853",Zero Down Payment,"15,89,699"
2018,Maruti Wagon R 1.0,VXI,Manual,"68,791",2nd ,Petrol,RJ,"8,403",Zero Down Payment,"4,29,799"
2018,Maruti Celerio,ZXI,Manual,"64,535",2nd ,Petrol,RJ,"9,550",Zero Down Payment,"4,88,499"
2022,Maruti Celerio,ZXI,Manual,"7,867",1st ,Petrol,RJ,"12,823",Zero Down Payment,"6,55,899"
2018,Maruti Celerio,ZXI,Manual,"56,096",1st ,Petrol,RJ,"9,570",Zero Down Payment,"4,89,499"
2019,Maruti Celerio,ZXI,Manual,"16,461",2nd ,Petrol,RJ,"9,800",Zero Down Payment,"5,01,299"
2016,Honda Brio,1.2 S MT I VTEC,Manual,"67,010",1st ,Petrol,RJ,"7,201",Zero Down Payment,"3,68,349"
2017,Hyundai Grand i10,Sportz1.2 CRDI,Manual,"71,572",2nd ,Diesel,RJ,"9,409",Zero Down Payment,"4,81,299"
2019,Tata Harrier,XZ 2.0L Kryotec,Manual,"35,740",2nd ,Diesel,RJ,"24,892",Zero Down Payment,"13,25,499"
2020,Hyundai NEW SANTRO,ERA 1.1,Manual,"5,589",2nd ,Petrol,RJ,"9,761",Zero Down Payment,"4,99,299"
2020,Maruti New  Wagon-R,VXI 1.0,Manual,"52,161",1st ,Petrol,RJ,"10,974",Zero Down Payment,"5,61,299"
2015,Hyundai Elite i20,ASTA 1.2,Manual,"42,897",1st ,Petrol,RJ,"11,306",Zero Down Payment,"5,78,299"
2018,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"51,922",1st ,Petrol,RJ,"9,640",Zero Down Payment,"4,93,099"
2018,Maruti Swift,VXI AMT,Automatic,"36,075",1st ,Petrol,RJ,"12,944",Zero Down Payment,"6,62,099"
2019,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"15,996",2nd ,Petrol,RJ,"9,935",Zero Down Payment,"5,08,199"
2017,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"78,081",1st ,Petrol,RJ,"9,869",Zero Down Payment,"5,04,799"
2018,Maruti Wagon R 1.0,VXI,Manual,"7,639",1st ,Petrol,RJ,"9,654",Zero Down Payment,"4,93,799"
2018,Maruti Celerio X,Zxi,Manual,"53,961",1st ,Petrol,RJ,"9,540",Zero Down Payment,"4,87,999"
2014,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"44,095",1st ,Petrol,RJ,"9,296",Zero Down Payment,"4,75,499"
2020,Hyundai Elite i20,1.2 MAGNA PLUS VTVT,Manual,"55,856",1st ,Petrol,RJ,"13,112",Zero Down Payment,"6,70,699"
2014,Hyundai i10,SPORTZ 1.1 IRDE2,Manual,"43,678",1st ,Petrol,RJ,"7,020",Zero Down Payment,"3,59,099"
2017,Hyundai Creta,1.6 SX (O) CRDI,Manual,"84,850",1st ,Diesel,RJ,"20,972",Zero Down Payment,"11,16,799"
2020,Hyundai GRAND I10 NIOS,MAGNA 1.2 MT,Manual,"6,505",1st ,Petrol,RJ,"12,528",Zero Down Payment,"6,40,799"
2018,Maruti Baleno,DELTA 1.2 K12,Manual,"17,476",2nd ,Petrol,RJ,"11,961",Zero Down Payment,"6,11,799"
2019,Hyundai NEW SANTRO,1.1 MAGNA MT,Manual,"37,643",1st ,Petrol,RJ,"9,110",Zero Down Payment,"4,65,999"
2018,Maruti Celerio X,Zxi,Manual,"32,573",2nd ,Petrol,RJ,"10,031",Zero Down Payment,"5,13,099"
2019,Hyundai NEW SANTRO,1.1 MAGNA MT,Manual,"38,747",1st ,Petrol,RJ,"9,515",Zero Down Payment,"4,86,699"
2018,Maruti Celerio X,Zxi,Manual,"60,649",1st ,Petrol,RJ,"10,031",Zero Down Payment,"5,13,099"
2019,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"61,543",1st ,Petrol,RJ,"9,527",Zero Down Payment,"4,87,299"
2014,Hyundai Elite i20,ASTA 1.4 CRDI,Manual,"98,419",1st ,Diesel,RJ,"10,921",Zero Down Payment,"5,58,599"
2016,Honda Brio,1.2 S MT I VTEC,Manual,"89,706",1st ,Petrol,RJ,"7,898",Zero Down Payment,"4,03,999"
2020,Maruti Baleno,DELTA 1.2 K12,Manual,"36,998",1st ,Petrol,RJ,"14,184",Zero Down Payment,"7,25,499"
2022,Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"5,523",1st ,Petrol,RJ,"10,176",Zero Down Payment,"5,20,499"
2021,Tata Harrier,XZ +,Manual,"35,349",1st ,Diesel,RJ,"36,745",Zero Down Payment,"19,56,699"
2022,Renault TRIBER,1.0 RXZ,Manual,"4,648",1st ,Petrol,RJ,"16,069",Zero Down Payment,"8,55,699"
2019,Maruti Dzire,VXI,Manual,"53,877",1st ,Petrol,RJ,"12,848",Zero Down Payment,"6,57,199"
2019,Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"45,090",1st ,Petrol + CNG,RJ,"9,374",Zero Down Payment,"4,79,499"
2019,Maruti Alto K10,VXI,Manual,"50,351",1st ,Petrol,RJ,"7,599",Zero Down Payment,"3,88,699"
2014,Maruti Wagon R 1.0,VXI,Manual,"73,497",1st ,Petrol,RJ,"6,340",Zero Down Payment,"3,24,299"
2013,Honda Amaze,1.2 SMT I VTEC,Manual,"92,490",2nd ,Petrol,RJ,"6,931",Zero Down Payment,"3,54,499"
2018,Hyundai Creta,1.6 SX CRDI,Manual,"70,988",1st ,Diesel,RJ,"21,577",Zero Down Payment,"11,48,999"
2019,Honda Amaze,1.2 SMT I VTEC,Manual,"40,854",1st ,Petrol,RJ,"12,569",Zero Down Payment,"6,42,899"
2018,Hyundai Creta,1.6 SX CRDI,Manual,"82,547",2nd ,Diesel,RJ,"23,318",Zero Down Payment,"12,41,699"
2018,Hyundai Creta,1.6 SX CRDI,Manual,"66,059",1st ,Diesel,RJ,"23,141",Zero Down Payment,"12,32,299"
2015,Maruti Wagon R 1.0,VXI,Manual,"56,408",1st ,Petrol,RJ,"7,329",Zero Down Payment,"3,74,899"
2018,Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"70,327",2nd ,Petrol,RJ,"10,508",Zero Down Payment,"5,37,499"
2019,Maruti Ciaz,DELTA 1.4 VVT AT,Automatic,"87,276",2nd ,Petrol,RJ,"12,127",Zero Down Payment,"6,20,299"
2016,Maruti Wagon R 1.0,VXI,Manual,"88,255",1st ,Petrol,RJ,"8,068",Zero Down Payment,"4,12,699"
